for,while,if,funciones,recursivo,lineas,profundidad_bucles,complejidad
1,0,3,0,0,21,1,logn
0,1,2,1,2,59,1,logn
0,1,1,1,3,15,1,logn
0,2,1,0,0,23,1,logn
0,0,1,1,1,11,0,logn
0,1,2,0,0,16,1,logn
0,1,0,0,0,9,1,logn
0,0,3,1,2,16,0,logn
0,0,1,1,1,9,0,logn
0,1,4,3,4,31,1,logn
1,0,2,0,0,22,1,logn
0,1,0,0,0,10,1,logn
0,1,0,0,0,7,1,logn
3,0,6,0,0,22,2,logn
0,1,3,0,0,18,1,logn
6,0,2,7,5,87,1,logn
1,1,5,1,0,40,1,logn
0,0,1,0,0,21,0,logn
0,0,1,0,0,12,0,logn
1,0,2,0,0,23,1,logn
0,1,0,0,0,12,1,logn
0,0,0,0,0,4,0,logn
0,0,0,0,0,4,0,logn
1,1,2,1,1,27,1,logn
3,2,3,1,1,31,1,logn
3,2,3,1,1,31,1,logn
0,0,2,1,2,16,0,logn
1,0,3,0,0,13,1,logn
0,1,1,0,0,13,1,logn
0,0,0,0,0,3,0,logn
2,0,2,0,0,15,1,logn
1,0,1,0,0,9,1,logn
0,0,0,0,0,2,0,logn
0,1,1,0,0,14,1,logn
0,0,0,0,0,2,0,logn
1,0,1,0,0,24,1,logn
1,1,3,2,4,31,1,logn
4,0,6,4,8,50,1,logn
0,4,1,0,0,32,1,logn
1,0,1,0,0,18,1,logn
0,1,0,0,0,13,1,logn
0,1,0,0,0,21,1,logn
0,1,0,0,0,11,1,logn
1,2,6,0,0,57,1,logn
0,0,1,0,0,11,0,logn
0,0,1,1,1,9,0,logn
1,1,2,1,1,24,1,logn
0,2,0,1,1,24,1,logn
0,0,0,0,0,4,0,logn
1,0,3,0,0,15,1,logn
0,2,0,1,1,19,1,logn
0,2,0,0,0,26,1,logn
0,1,0,0,0,11,1,logn
0,0,0,0,0,7,0,logn
2,0,2,0,0,56,1,logn
0,2,2,0,0,18,1,logn
0,2,2,0,0,21,1,logn
0,1,0,0,0,21,1,logn
0,1,3,0,0,22,1,logn
6,3,9,10,8,120,2,logn
2,1,7,3,4,78,1,logn
1,1,3,13,6,70,1,logn
1,0,2,0,0,12,1,logn
1,0,4,0,0,34,1,logn
1,0,4,0,0,27,1,logn
1,2,2,0,0,36,1,logn
0,0,0,0,0,2,0,logn
3,0,3,2,1,51,2,logn
3,0,3,0,0,37,1,logn
1,1,5,0,0,26,1,logn
1,1,8,1,1,40,1,logn
1,0,3,1,1,28,1,logn
0,1,0,0,0,8,1,logn
0,1,2,0,0,12,1,logn
0,1,1,0,0,12,1,logn
0,2,0,0,0,14,1,logn
0,1,2,0,0,13,1,logn
0,1,0,0,0,9,1,logn
2,0,2,0,0,16,1,logn
0,2,0,0,0,13,1,logn
0,1,2,0,0,13,1,logn
3,0,3,0,0,27,1,logn
2,0,4,0,0,32,1,logn
0,0,1,0,0,15,0,logn
1,2,3,12,1,135,1,logn
1,2,4,6,1,74,1,logn
0,1,1,0,0,10,1,logn
2,0,2,0,0,13,2,logn
0,3,3,11,2,122,1,logn
4,0,6,2,1,74,1,logn
2,1,4,20,3,89,2,logn
1,1,4,1,1,36,1,logn
0,1,2,0,0,17,1,logn
0,1,7,4,7,41,1,logn
0,1,4,1,1,35,1,logn
0,1,2,1,2,15,1,logn
0,2,2,0,0,13,2,logn
0,1,3,0,0,18,1,logn
0,1,6,3,6,47,1,logn
0,0,5,1,2,30,0,logn
0,1,6,3,5,45,1,logn
0,1,6,0,0,35,1,logn
0,1,6,2,5,37,1,logn
0,1,3,0,0,16,1,logn
0,1,1,0,0,17,1,logn
0,1,1,3,3,20,1,logn
0,1,1,3,3,20,1,logn
0,0,2,0,0,17,0,logn
0,1,7,1,1,32,1,logn
0,1,2,0,0,16,1,logn
0,1,4,0,0,19,1,logn
0,1,5,3,5,39,1,logn
0,1,3,1,2,26,1,logn
0,0,3,2,3,25,0,logn
0,0,3,2,3,25,0,logn
0,0,3,2,3,24,0,logn
0,0,3,2,3,27,0,logn
0,0,3,2,3,24,0,logn
0,0,3,2,3,24,0,logn
0,1,1,0,0,11,1,logn
0,1,1,0,0,16,1,logn
0,0,5,3,9,38,0,logn
0,0,2,0,0,19,0,logn
0,1,6,2,5,35,1,logn
0,1,6,3,6,44,1,logn
0,1,5,3,4,36,1,logn
0,1,6,3,6,37,1,logn
0,1,3,1,2,24,1,logn
0,1,6,3,5,40,1,logn
0,1,4,2,2,27,1,logn
0,1,1,0,0,14,1,logn
0,1,5,1,2,40,1,logn
0,1,6,0,0,24,1,logn
0,1,1,0,0,19,1,logn
0,1,2,1,2,18,1,logn
0,3,6,12,7,125,1,logn
0,0,2,0,0,11,0,logn
0,1,1,1,1,16,1,logn
0,2,6,2,5,41,1,logn
0,1,7,2,5,41,1,logn
0,1,3,0,0,21,1,logn
1,1,10,5,3,66,2,logn
1,1,8,4,7,62,1,logn
0,1,6,1,1,39,1,logn
0,1,5,1,1,33,1,logn
0,1,7,2,2,67,1,logn
0,1,7,2,2,19,1,logn
0,1,6,4,6,42,1,logn
0,0,1,0,0,9,0,logn
0,1,1,1,1,19,1,logn
0,1,10,5,24,65,1,logn
4,8,10,3,10,135,4,logn
0,3,8,3,12,74,1,logn
0,1,1,0,0,14,1,logn
1,1,2,1,1,21,1,logn
0,2,3,1,1,26,1,logn
0,1,1,0,0,12,1,logn
0,3,4,6,1,83,1,logn
0,2,1,2,2,23,1,logn
0,2,1,2,2,20,1,logn
2,0,1,0,0,14,2,logn
0,2,1,1,1,16,1,logn
0,3,3,0,0,36,2,logn
2,1,2,1,2,26,2,logn
1,1,1,0,0,44,2,logn
4,1,5,3,3,67,1,logn
0,1,1,1,1,18,1,logn
0,2,1,0,0,16,2,logn
5,0,5,1,2,36,2,logn
1,1,2,1,2,19,1,logn
0,2,3,1,1,23,1,logn
1,0,1,0,0,13,1,logn
0,2,2,0,0,24,2,logn
0,1,0,0,0,10,1,logn
2,1,3,3,4,31,1,logn
2,0,2,0,0,11,2,logn
0,2,0,2,2,18,1,logn
0,0,0,0,0,9,0,logn
0,2,1,1,1,18,1,logn
1,1,1,0,0,15,2,logn
0,2,0,1,1,12,1,logn
1,1,3,1,2,28,1,logn
0,2,1,1,1,15,1,logn
1,1,1,1,1,16,1,logn
1,0,1,1,1,10,1,logn
0,2,3,2,3,36,1,logn
0,2,2,2,2,47,1,logn
0,1,1,1,1,22,1,logn
4,0,2,2,3,40,1,logn
4,0,2,2,3,40,1,logn
3,0,4,2,3,35,1,logn
3,0,4,2,3,32,1,logn
0,2,7,1,4,43,1,logn
2,0,4,1,1,20,1,logn
1,1,4,1,4,18,1,logn
3,0,4,1,2,22,1,logn
0,2,1,1,1,18,1,logn
0,1,1,1,1,16,1,logn
0,2,3,0,0,41,1,logn
0,2,3,1,1,31,1,logn
0,3,3,2,2,35,1,logn
1,1,1,1,1,15,2,logn
0,1,1,0,0,12,1,logn
1,1,3,2,3,42,1,logn
2,0,2,0,0,11,2,logn
1,0,1,0,0,7,1,logn
2,0,2,0,0,12,2,logn
1,1,2,1,1,24,1,logn
1,0,3,0,0,13,1,logn
1,0,1,0,0,8,1,logn
0,2,2,2,2,30,1,logn
0,1,1,0,0,14,1,logn
0,2,2,2,2,31,1,logn
0,2,4,8,5,86,1,logn
0,1,2,1,1,23,1,logn
0,0,5,2,3,23,0,logn
4,5,8,8,2,114,2,logn
0,0,1,0,0,8,0,logn
0,0,0,0,0,2,0,logn
0,0,1,0,0,7,0,logn
0,0,1,0,0,6,0,logn
0,0,2,7,1,39,0,logn
14,13,13,23,0,240,2,logn
0,0,0,0,0,3,0,logn
1,2,7,15,5,82,1,logn
0,0,1,0,0,6,0,logn
0,0,1,0,0,8,0,logn
0,0,1,0,0,11,0,logn
0,0,1,0,0,12,0,logn
0,0,1,0,0,16,0,logn
0,0,3,1,3,26,0,logn
0,0,3,1,3,19,0,logn
0,0,3,1,3,17,0,logn
0,0,1,0,0,7,0,logn
0,1,2,1,2,26,1,logn
0,0,0,0,0,4,0,logn
0,0,2,0,0,10,0,logn
0,0,3,1,3,18,0,logn
0,0,1,0,0,12,0,logn
0,1,2,2,2,34,1,logn
0,0,1,0,0,13,0,logn
0,0,3,1,2,18,0,logn
0,0,1,0,0,7,0,logn
0,1,4,1,2,22,1,logn
0,0,1,0,0,8,0,logn
0,0,1,0,0,5,0,logn
0,0,2,2,1,28,0,logn
0,0,1,0,0,8,0,logn
0,0,1,0,0,10,0,logn
0,1,3,1,1,28,1,logn
0,1,2,1,2,27,1,logn
0,1,2,1,2,21,1,logn
0,1,3,1,1,20,1,logn
0,0,4,3,4,31,0,logn
0,0,4,1,3,22,0,logn
0,0,2,1,2,20,0,logn
0,0,3,1,2,16,0,logn
0,1,2,1,2,16,1,logn
0,0,0,0,0,10,0,logn
0,1,3,1,4,21,1,logn
0,0,3,1,3,13,0,logn
0,0,2,0,0,12,0,logn
0,1,3,0,0,23,1,logn
0,0,1,0,0,10,0,logn
0,0,1,0,0,11,0,logn
0,0,1,0,0,8,0,logn
0,0,3,1,4,17,0,logn
0,0,1,0,0,12,0,logn
0,1,6,2,3,40,1,logn
0,0,5,2,8,24,0,logn
0,0,1,0,0,15,0,logn
0,0,1,0,0,7,0,logn
0,0,1,0,0,13,0,logn
0,0,3,1,4,19,0,logn
0,0,3,1,4,19,0,logn
0,0,1,0,0,4,0,logn
0,1,2,3,8,27,1,logn
0,0,4,1,3,26,0,logn
0,0,1,0,0,11,0,logn
0,0,2,0,0,10,0,logn
0,0,1,0,0,11,0,logn
0,1,4,1,3,20,1,logn
0,1,2,1,1,22,1,logn
0,0,4,1,4,20,0,logn
0,0,1,0,0,10,0,logn
0,0,2,1,1,14,0,logn
0,0,1,0,0,8,0,logn
0,1,2,1,1,18,1,logn
0,0,1,0,0,7,0,logn
0,0,1,0,0,7,0,logn
0,0,1,0,0,29,0,logn
0,0,1,0,0,13,0,logn
0,0,3,1,3,20,0,logn
0,0,2,3,1,23,0,logn
0,0,1,0,0,5,0,logn
0,0,1,0,0,8,0,logn
0,0,1,0,0,7,0,logn
0,0,1,0,0,12,0,logn
0,0,1,0,0,7,0,logn
0,0,2,0,0,10,0,logn
0,0,1,1,2,14,0,logn
0,0,1,0,0,8,0,logn
0,0,1,0,0,5,0,logn
0,0,2,0,0,19,0,logn
0,0,0,0,0,9,0,logn
0,1,2,1,1,22,1,logn
0,0,1,1,1,9,0,logn
0,0,3,1,4,17,0,logn
0,0,1,0,0,8,0,logn
0,0,2,0,0,10,0,logn
0,0,0,0,0,7,0,logn
0,1,2,1,2,24,1,logn
0,0,1,0,0,6,0,logn
0,0,1,0,0,13,0,logn
0,0,0,0,0,5,0,logn
0,0,1,9,2,32,0,logn
0,0,2,1,1,15,0,logn
0,0,0,0,0,3,0,logn
0,0,0,0,0,3,0,logn
0,0,0,0,0,3,0,logn
0,1,2,1,2,25,1,logn
0,1,2,2,3,21,1,logn
2,0,4,1,1,41,1,logn
0,0,1,0,0,11,0,logn
0,1,2,1,1,31,1,logn
0,0,0,0,0,9,0,logn
0,0,0,0,0,3,0,logn
0,0,2,0,0,21,0,logn
0,0,2,0,0,19,0,logn
0,0,2,0,0,17,0,logn
0,1,2,1,2,28,1,logn
0,0,1,0,0,9,0,logn
0,0,2,2,2,16,0,logn
0,0,1,0,0,10,0,logn
2,0,1,0,0,28,1,logn
0,0,1,0,0,8,0,logn
0,0,5,2,6,30,0,logn
0,0,5,2,6,30,0,logn
0,1,1,0,0,9,1,logn
0,1,2,2,3,39,1,logn
0,1,2,1,1,29,1,logn
0,0,1,0,0,10,0,logn
0,0,1,0,0,7,0,logn
0,0,0,0,0,5,0,logn
0,1,3,1,1,21,1,logn
0,2,3,5,0,69,1,logn
0,0,4,3,9,39,0,logn
0,0,2,0,0,10,0,logn
0,1,2,1,1,21,1,logn
0,0,1,0,0,13,0,logn
0,0,3,1,3,17,0,logn
0,0,1,0,0,10,0,logn
0,0,1,0,0,8,0,logn
0,1,2,1,2,25,1,logn
0,1,5,1,4,49,1,logn
0,1,6,3,9,52,1,logn
0,1,5,1,4,48,1,logn
0,1,5,1,4,48,1,logn
0,1,3,3,9,56,1,logn
0,1,6,0,0,81,1,logn
0,1,4,4,0,43,1,logn
0,1,4,4,0,43,1,logn
0,1,2,1,2,25,1,logn
0,1,2,1,2,25,1,logn
0,1,3,2,4,23,1,logn
0,1,1,0,0,17,1,logn
0,0,4,2,5,19,0,logn
1,0,2,0,0,18,1,logn
0,1,2,0,0,21,1,logn
1,1,1,0,0,34,1,logn
0,1,2,0,0,14,1,logn
3,2,8,5,2,78,2,logn
0,1,5,1,1,34,1,logn
0,1,2,0,0,18,1,logn
0,1,2,1,1,23,1,logn
2,1,4,0,0,21,2,logn
0,2,4,0,0,37,2,logn
2,0,3,0,0,22,2,logn
1,2,8,1,1,42,2,logn
4,0,8,4,7,78,2,logn
1,0,9,1,1,36,1,logn
4,0,5,0,0,27,2,logn
1,1,4,1,2,34,2,logn
1,1,6,3,3,32,2,logn
2,0,3,3,7,27,1,logn
5,0,4,0,0,34,2,logn
1,2,4,0,0,49,2,logn
2,0,5,3,3,39,1,logn
4,0,4,0,0,39,3,logn
1,1,5,1,3,39,2,logn
1,1,4,1,0,37,2,logn
2,1,4,0,0,29,2,logn
1,3,6,0,0,48,3,logn
2,0,3,0,0,20,2,logn
2,0,5,1,1,28,2,logn
4,0,4,0,0,27,2,logn
2,0,9,1,1,41,1,logn
4,0,4,4,6,43,1,logn
2,1,4,1,1,47,1,logn
1,0,6,1,1,38,1,logn
2,1,4,0,0,37,2,logn
1,1,10,1,1,54,1,logn
1,1,7,2,4,42,1,logn
2,0,4,0,0,18,2,logn
2,0,2,0,0,13,2,logn
3,0,7,2,4,127,2,logn
1,1,10,3,4,53,1,logn
3,0,4,1,4,22,2,logn
4,0,6,1,1,58,2,logn
1,1,9,5,9,57,1,logn
1,2,3,0,0,28,2,logn
1,3,3,0,0,36,2,logn
2,1,4,1,1,32,1,logn
1,1,5,0,0,37,2,logn
1,1,4,0,0,29,2,logn
1,1,4,0,0,29,2,logn
1,1,3,1,1,28,1,logn
1,1,3,1,1,25,1,logn
1,1,3,1,1,23,1,logn
2,1,3,0,0,24,2,logn
1,2,4,2,2,50,1,logn
3,0,3,0,0,24,2,logn
5,0,5,0,0,70,2,logn
2,2,4,1,1,29,1,logn
1,1,1,0,0,13,2,logn
1,2,2,0,0,27,2,logn
1,1,1,0,0,13,2,logn
2,0,3,0,0,141,2,logn
3,0,7,5,15,73,1,logn
1,2,8,6,6,98,1,logn
1,0,9,0,0,45,1,logn
0,1,5,4,7,57,1,logn
0,1,3,0,0,25,1,logn
1,0,7,3,3,74,1,logn
3,1,5,0,0,64,1,logn
2,0,5,0,0,40,1,logn
3,0,8,2,4,82,1,logn
1,0,6,2,8,32,1,logn
1,0,3,1,3,24,1,logn
1,0,7,1,4,36,1,logn
1,0,3,3,4,28,1,logn
0,1,3,0,0,24,1,logn
1,0,4,0,0,31,1,logn
1,0,4,0,0,38,1,logn
1,0,3,0,0,20,1,logn
1,0,3,1,3,30,1,logn
1,0,3,0,0,34,1,logn
1,0,6,2,3,47,1,logn
3,1,12,1,1,73,1,logn
1,0,2,0,0,17,1,logn
1,1,0,6,3,54,1,logn
2,2,5,6,1,80,1,logn
1,1,4,5,7,47,1,logn
0,1,2,0,0,119,1,logn
0,1,0,0,0,4,1,logn
1,1,0,0,0,39,2,logn
4,1,4,3,3,65,1,logn
1,1,2,0,0,19,2,logn
0,1,0,0,0,22,1,logn
0,1,0,1,1,18,1,logn
0,1,2,0,0,28,1,logn
0,1,2,0,0,28,1,logn
0,2,2,1,2,23,1,logn
3,0,2,0,0,23,1,logn
0,1,0,0,0,9,1,logn
0,2,3,0,0,23,1,logn
2,0,1,0,0,13,1,logn
0,1,2,0,0,15,1,logn
0,1,0,0,0,12,1,logn
0,1,0,2,3,16,1,logn
0,2,1,1,1,31,1,logn
0,1,2,0,0,20,1,logn
1,4,1,0,0,33,2,logn
0,1,1,0,0,16,1,logn
0,1,0,0,0,26,1,logn
0,1,1,0,0,21,1,logn
1,0,1,0,0,13,1,logn
0,1,0,0,0,10,1,logn
1,0,2,0,0,16,1,logn
0,1,1,0,0,24,1,logn
2,0,3,0,0,29,1,logn
0,1,0,0,0,10,1,logn
0,1,3,0,0,22,1,logn
0,1,1,0,0,28,1,logn
0,1,2,2,2,25,1,logn
1,0,1,0,0,10,1,logn
0,4,10,0,0,55,1,logn
0,1,0,4,1,33,1,logn
1,1,1,1,1,18,1,logn
0,1,1,0,0,19,1,logn
0,1,3,0,0,52,1,logn
0,1,6,0,0,38,1,logn
0,1,0,0,0,12,1,logn
0,1,3,0,0,20,1,logn
0,1,0,0,0,11,1,logn
0,1,0,0,0,13,1,logn
0,0,2,4,5,20,0,logn
0,0,2,3,4,17,0,logn
0,1,0,0,0,6,1,logn
1,0,2,0,0,13,1,logn
0,1,0,0,0,19,1,logn
0,1,1,1,1,18,1,logn
0,1,0,0,0,17,1,logn
1,0,3,1,1,39,1,logn
1,0,2,0,0,19,1,logn
1,0,3,1,6,24,1,logn
0,1,0,1,0,22,1,logn
0,1,2,0,0,26,1,logn
0,1,1,0,0,19,1,logn
0,1,0,1,1,16,1,logn
1,1,2,1,1,33,1,logn
0,1,2,0,0,25,1,logn
0,1,0,0,0,10,1,logn
0,1,1,0,0,12,1,logn
0,0,2,0,0,30,0,logn
0,0,2,0,0,22,0,logn
0,1,0,0,0,15,1,logn
0,1,0,0,0,13,1,logn
2,0,3,0,0,35,1,logn
2,0,1,0,0,16,1,logn
0,1,0,0,0,5,1,logn
0,2,3,0,0,23,1,logn
0,2,2,0,0,32,1,logn
0,1,1,0,0,21,1,logn
2,0,3,0,0,33,1,logn
0,1,0,0,0,9,1,logn
0,1,0,0,0,10,1,logn
1,0,1,0,0,9,1,logn
2,0,0,0,0,36,1,logn
1,1,2,0,0,27,2,logn
0,2,1,0,0,14,1,logn
0,1,1,0,0,19,1,logn
0,1,0,0,0,9,1,logn
0,1,0,0,0,3,1,logn
0,2,1,2,2,31,1,logn
0,1,0,0,0,10,1,logn
0,1,0,0,0,13,1,logn
2,1,3,0,0,31,1,logn
1,1,1,1,4,24,1,logn
1,1,4,0,0,33,1,logn
1,1,4,0,0,23,1,logn
0,2,3,7,3,58,2,logn
0,1,0,0,0,9,1,logn
0,1,1,0,0,21,1,logn
1,1,4,0,0,31,1,logn
0,1,0,0,0,14,1,logn
0,3,2,5,0,68,1,logn
1,0,2,0,0,29,1,logn
0,1,2,0,0,20,1,logn
0,1,0,0,0,5,1,logn
3,1,2,0,0,27,1,logn
2,1,2,0,0,24,1,logn
2,0,2,1,3,27,1,logn
0,1,2,0,0,14,1,logn
0,1,2,2,2,21,1,logn
0,0,2,1,1,24,0,logn
1,1,2,3,0,88,1,logn
1,2,4,14,2,444,1,logn
0,1,1,0,0,17,1,logn
5,2,8,16,2,111,2,logn
1,0,1,4,4,12,1,logn
0,1,2,0,0,21,1,logn
1,1,4,12,6,37,1,logn
1,0,2,1,1,18,1,logn
0,2,1,1,0,16,2,logn
0,0,1,2,2,18,0,logn
0,1,2,1,1,16,1,logn
0,1,2,0,0,13,1,logn
0,1,1,1,1,24,1,logn
0,1,1,0,0,11,1,logn
0,1,1,0,0,11,1,logn
0,1,1,0,0,10,1,logn
0,1,4,3,2,34,1,logn
0,1,2,0,0,19,1,logn
0,0,3,2,5,27,0,logn
0,2,2,0,0,25,1,logn
0,0,3,1,3,12,0,logn
0,1,0,2,2,20,1,logn
0,1,2,1,1,20,1,logn
0,0,1,0,0,30,0,logn
0,2,2,0,0,25,1,logn
1,2,5,7,3,71,1,logn
0,2,4,3,4,41,1,logn
0,0,0,0,0,34,0,logn
0,0,3,2,2,22,0,logn
0,0,0,0,0,27,0,logn
0,1,2,1,1,24,1,logn
0,1,2,0,0,28,1,logn
0,1,2,0,0,62,1,logn
0,0,0,0,0,12,0,logn
0,1,2,1,1,21,1,logn
0,1,0,1,1,19,1,logn
1,0,1,5,3,29,1,logn
0,0,2,2,2,29,0,logn
0,1,2,1,1,23,1,logn
0,0,0,0,0,23,0,logn
0,1,3,1,1,21,1,logn
1,0,4,0,0,18,1,logn
0,0,3,1,3,14,0,logn
0,1,3,1,2,22,1,logn
0,1,1,1,1,15,1,logn
0,1,6,3,3,32,1,logn
0,1,2,0,0,26,1,logn
0,1,2,1,1,25,1,logn
0,1,1,0,0,12,1,logn
0,1,0,1,2,47,1,logn
0,1,1,1,1,21,1,logn
1,0,2,0,0,13,1,logn
2,0,4,0,0,19,1,logn
2,0,4,0,0,19,1,logn
0,1,2,1,1,18,1,logn
1,0,4,0,0,22,1,logn
0,0,0,1,1,33,0,logn
0,1,1,1,1,24,1,logn
0,0,0,0,0,17,0,logn
1,1,0,2,0,55,1,logn
0,1,3,0,0,21,1,logn
5,3,9,14,1,69,2,logn
0,1,2,1,1,29,1,logn
0,1,1,2,3,23,1,logn
0,1,1,1,1,18,1,logn
0,1,2,0,0,17,1,logn
0,1,1,5,2,41,1,logn
0,1,2,0,0,30,1,logn
0,1,1,0,0,15,1,logn
1,0,1,0,0,16,1,logn
0,3,3,12,2,84,1,logn
0,1,3,1,1,17,1,logn
0,1,2,3,1,19,1,logn
0,3,5,12,7,121,1,logn
3,0,3,3,1,55,1,logn
0,1,3,2,3,15,1,logn
0,0,1,0,0,34,0,logn
2,0,1,16,5,49,2,logn
0,2,3,6,1,69,1,logn
3,0,1,2,1,47,1,logn
0,1,2,0,0,16,1,logn
0,0,0,6,2,39,0,logn
0,0,0,0,0,24,0,logn
1,1,1,0,0,13,2,logn
1,2,5,0,0,30,2,logn
2,1,1,0,0,31,2,linear
2,1,1,2,2,51,1,linear
5,1,5,2,2,66,2,linear
5,1,6,4,5,59,1,linear
2,1,2,0,0,20,3,linear
3,2,3,2,2,61,1,linear
2,3,1,1,2,27,2,linear
2,2,4,1,1,43,2,linear
1,2,4,1,1,40,2,linear
4,0,4,0,0,22,2,linear
4,1,5,0,0,26,2,linear
4,1,7,2,3,33,1,linear
2,0,3,0,0,13,1,linear
1,0,2,0,0,11,1,linear
3,0,4,0,0,34,2,linear
2,1,4,1,1,21,1,linear
3,1,4,1,1,65,2,linear
7,0,6,0,0,42,2,linear
1,0,1,0,0,18,1,linear
1,0,2,0,0,18,1,linear
1,0,5,1,8,17,1,linear
0,0,1,0,0,9,0,linear
0,0,0,0,0,3,0,linear
1,0,2,0,0,18,1,linear
0,0,1,0,0,7,0,linear
1,0,4,0,0,20,1,linear
3,0,4,0,0,23,1,linear
0,0,0,0,0,3,0,linear
2,0,1,0,0,11,2,linear
2,0,3,0,0,25,1,linear
3,0,2,0,0,24,2,linear
3,0,5,1,1,28,1,linear
0,0,0,0,0,7,0,linear
0,0,0,0,0,7,0,linear
0,0,0,0,0,9,0,linear
4,0,2,2,3,42,2,linear
0,2,2,1,1,20,2,linear
2,0,8,0,0,36,1,linear
1,1,4,0,0,24,1,linear
2,0,3,0,0,21,1,linear
3,0,2,0,0,19,2,linear
0,2,3,0,0,25,1,linear
1,2,5,0,0,36,1,linear
3,0,6,0,0,30,2,linear
1,0,2,0,0,14,1,linear
4,2,13,1,1,75,2,linear
1,0,5,2,11,32,1,linear
4,0,10,5,1,64,2,linear
1,0,5,2,10,33,1,linear
1,0,5,2,10,33,1,linear
1,0,5,2,10,33,1,linear
2,0,2,2,8,30,1,linear
2,0,8,2,11,57,1,linear
3,0,3,3,9,42,1,linear
3,0,3,0,0,38,2,linear
2,0,3,0,0,55,1,linear
2,0,3,0,0,23,1,linear
3,0,5,0,0,34,2,linear
4,0,5,0,0,27,2,linear
6,0,6,0,0,34,3,linear
6,0,6,0,0,34,3,linear
2,0,3,4,1,31,1,linear
3,0,4,0,0,38,1,linear
1,0,0,4,3,15,1,linear
0,1,0,1,1,14,1,linear
1,0,1,0,0,11,1,linear
1,0,0,0,0,6,1,linear
1,0,1,0,0,9,1,linear
2,0,1,0,0,13,1,linear
2,0,4,1,1,41,1,linear
2,0,3,0,0,19,1,linear
0,1,1,0,0,13,1,linear
2,0,1,0,0,19,1,linear
3,0,3,0,0,23,2,linear
2,0,1,1,1,19,1,linear
2,0,4,0,0,32,1,linear
3,0,0,0,0,21,2,linear
2,0,0,0,0,25,1,linear
1,0,2,0,0,18,1,linear
2,2,5,6,1,89,1,linear
4,0,2,0,0,32,1,linear
2,0,1,0,0,21,1,linear
2,2,1,1,1,44,2,linear
3,2,2,1,1,55,2,linear
3,1,1,1,1,46,2,linear
3,0,2,0,0,39,1,linear
2,0,1,0,0,45,1,linear
2,0,3,0,0,25,1,linear
1,1,1,0,0,12,2,linear
3,1,2,3,4,38,2,linear
2,0,2,0,0,24,2,linear
2,1,5,1,1,37,2,linear
2,0,2,0,0,23,1,linear
3,1,13,2,1,87,2,linear
4,11,29,36,4,403,3,linear
1,2,2,0,0,27,2,linear
1,0,1,0,0,6,1,linear
2,1,6,2,2,34,1,linear
1,1,2,0,0,18,2,linear
3,0,4,0,0,38,3,linear
2,0,1,0,0,10,2,linear
1,0,0,0,0,7,1,linear
2,0,0,0,0,13,2,linear
2,0,0,0,0,6,2,linear
1,0,3,0,0,11,1,linear
1,0,1,0,0,6,1,linear
2,0,3,0,0,22,1,linear
1,0,2,0,0,16,1,linear
0,1,0,0,0,7,1,linear
0,0,0,0,0,1,0,linear
0,0,0,0,0,1,0,linear
0,0,0,0,0,3,0,linear
1,0,0,0,0,8,1,linear
0,0,0,0,0,6,0,linear
0,0,2,0,0,8,0,linear
0,0,0,0,0,3,0,linear
1,0,0,0,0,5,1,linear
0,0,0,0,0,2,0,linear
3,1,6,1,1,53,1,linear
3,0,3,0,0,13,2,linear
3,0,4,0,0,20,2,linear
3,0,2,0,0,13,1,linear
3,1,4,5,3,55,2,linear
3,0,2,0,0,15,1,linear
3,0,2,1,1,19,1,linear
3,0,2,1,1,17,1,linear
3,0,2,1,1,17,1,linear
3,0,2,1,1,17,1,linear
7,1,6,4,1,75,2,linear
6,0,5,0,0,33,2,linear
14,2,21,13,12,126,3,linear
7,0,11,1,1,65,2,linear
7,0,11,1,1,66,2,linear
6,3,9,7,2,93,2,linear
6,1,6,2,2,51,2,linear
5,1,7,4,4,74,2,linear
5,1,7,4,3,74,2,linear
3,0,1,0,0,20,1,linear
4,2,2,5,0,94,2,linear
3,0,0,1,1,28,1,linear
2,0,2,0,0,15,1,linear
2,0,1,0,0,15,1,linear
2,0,1,0,0,15,1,linear
3,0,1,0,0,18,1,linear
3,0,1,0,0,16,1,linear
3,0,1,0,0,16,1,linear
2,0,0,0,0,10,1,linear
1,0,1,0,0,15,1,linear
2,0,0,0,0,12,1,linear
2,0,1,0,0,24,1,linear
0,0,1,0,0,9,0,linear
5,4,9,23,4,369,2,linear
2,0,0,0,0,10,1,linear
1,0,0,0,0,10,1,linear
1,0,0,0,0,10,1,linear
2,0,1,0,0,13,1,linear
5,0,2,0,0,35,2,linear
2,0,0,0,0,17,1,linear
2,0,1,1,1,21,1,linear
2,0,0,0,0,4,1,linear
2,0,0,0,0,4,1,linear
2,0,1,0,0,21,1,linear
5,0,2,0,0,34,2,linear
2,0,0,0,0,19,1,linear
2,0,1,8,6,48,1,linear
2,2,5,8,3,82,1,linear
5,0,1,0,0,30,1,linear
2,0,1,0,0,10,1,linear
2,0,1,0,0,12,1,linear
3,0,1,0,0,16,1,linear
2,0,2,0,0,30,1,linear
3,0,1,0,0,19,1,linear
3,0,1,0,0,10,1,linear
2,0,2,0,0,16,1,linear
3,0,2,0,0,19,1,linear
2,0,1,0,0,26,1,linear
3,0,1,0,0,15,1,linear
0,1,0,1,3,18,1,linear
4,0,3,4,1,92,1,linear
2,0,1,0,0,27,1,linear
